,base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,timezone,visibility,weather,wind
395,stations,{'all': 19},200,"{'lon': 152.85, 'lat': -25.3}",1575500682.0,2146219.0,"{'temp': 77, 'pressure': 1012, 'humidity': 73, 'temp_min': 77, 'temp_max': 77}",,Hervey Bay,,,"{'type': 1, 'id': 9501, 'country': 'AU', 'sunrise': 1575485421, 'sunset': 1575534467}",36000.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.7, 'deg': 210}"
396,stations,{'all': 98},200,"{'lon': -73.76, 'lat': -42.48}",1575500668.0,3896218.0,"{'temp': 60.8, 'pressure': 1023, 'humidity': 63, 'temp_min': 60.8, 'temp_max': 60.8}",,Castro,,,"{'type': 1, 'id': 8512, 'country': 'CL', 'sunrise': 1575450732, 'sunset': 1575505111}",-10800.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 10.29, 'deg': 140}"
397,stations,{'all': 90},200,"{'lon': -149.11, 'lat': 61.6}",1575500682.0,5871146.0,"{'temp': 16.05, 'pressure': 1012, 'humidity': 85, 'temp_min': 12.2, 'temp_max': 19.4}",,Palmer,,,"{'type': 1, 'id': 7827, 'country': 'US', 'sunrise': 1575485539, 'sunset': 1575506482}",-32400.0,402.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]","{'speed': 1.36, 'deg': 57}"
398,,,404,,,,,city not found,,,,,,,,
399,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
400,,,404,,,,,city not found,,,,,,,,
401,stations,{'all': 90},200,"{'lon': -124.16, 'lat': 40.6}",1575500683.0,5563839.0,"{'temp': 53.08, 'pressure': 1010, 'humidity': 100, 'temp_min': 50, 'temp_max': 55.99}",,Fortuna,,,"{'type': 1, 'id': 4127, 'country': 'US', 'sunrise': 1575473044, 'sunset': 1575506998}",-28800.0,11265.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 310}"
402,stations,{'all': 75},200,"{'lon': -126.83, 'lat': 65.28}",1575500670.0,6089245.0,"{'temp': -22, 'pressure': 1024, 'humidity': 74, 'temp_min': -22, 'temp_max': -22}",,Norman Wells,,,"{'type': 1, 'id': 951, 'country': 'CA', 'sunrise': 1575483058, 'sunset': 1575498266}",-25200.0,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.7, 'deg': 290}"
403,stations,{'all': 40},200,"{'lon': -68.31, 'lat': -54.81}",1575500669.0,3833367.0,"{'temp': 51.26, 'pressure': 999, 'humidity': 66, 'temp_min': 48.2, 'temp_max': 53.6}",,Ushuaia,,,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1575446052, 'sunset': 1575507175}",-10800.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 32.21, 'deg': 230, 'gust': 44.96}"
404,,,404,,,,,city not found,,,,,,,,
405,stations,{'all': 22},200,"{'lon': -17.34, 'lat': 66.04}",1575500683.0,2629833.0,"{'temp': 28.4, 'pressure': 974, 'humidity': 68, 'temp_min': 28.4, 'temp_max': 28.4}",,Husavik,,,"{'type': 1, 'id': 83, 'country': 'IS', 'sunrise': 1575457569, 'sunset': 1575471185}",0.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 19.46, 'deg': 211}"
406,model,{'all': 52},200,"{'lon': -53.46, 'lat': 68.31}",1575500683.0,3422683.0,"{'temp': 13.19, 'pressure': 999, 'humidity': 75, 'temp_min': 13.19, 'temp_max': 13.19, 'sea_level': 999, 'grnd_level': 1000}",,Kangaatsiaq,,,"{'country': 'GL', 'sunrise': 1575470626, 'sunset': 1575475470}",-10800.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 17.16, 'deg': 130}"
407,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
408,model,{'all': 54},200,"{'lon': 59.53, 'lat': 22.57}",1575500683.0,286245.0,"{'temp': 70.29, 'pressure': 1017, 'humidity': 67, 'temp_min': 70.29, 'temp_max': 70.29, 'sea_level': 1017, 'grnd_level': 999}",,Sur,,,"{'country': 'OM', 'sunrise': 1575512867, 'sunset': 1575551827}",14400.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 8.77, 'deg': 22}"
409,stations,{'all': 20},200,"{'lon': 57.76, 'lat': -20.34}",1575500669.0,1106677.0,"{'temp': 75.09, 'pressure': 1014, 'humidity': 88, 'temp_min': 75, 'temp_max': 75.2}",,Bambous Virieux,,,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1575508840, 'sunset': 1575556704}",14400.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.82, 'deg': 330}"
410,stations,{'all': 75},200,"{'lon': 103.9, 'lat': 1.73}",1575500683.0,1732738.0,"{'temp': 77.79, 'pressure': 1011, 'humidity': 78, 'temp_min': 73, 'temp_max': 80.6}",,Kota Tinggi,,,"{'type': 1, 'id': 9480, 'country': 'MY', 'sunrise': 1575500050, 'sunset': 1575543340}",28800.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.36, 'deg': 10}"
411,stations,{'all': 40},200,"{'lon': -68.31, 'lat': -54.81}",1575500669.0,3833367.0,"{'temp': 51.26, 'pressure': 999, 'humidity': 66, 'temp_min': 48.2, 'temp_max': 53.6}",,Ushuaia,,,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1575446052, 'sunset': 1575507175}",-10800.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 32.21, 'deg': 230, 'gust': 44.96}"
412,stations,{'all': 40},200,"{'lon': -68.31, 'lat': -54.81}",1575500669.0,3833367.0,"{'temp': 51.26, 'pressure': 999, 'humidity': 66, 'temp_min': 48.2, 'temp_max': 53.6}",,Ushuaia,,,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1575446052, 'sunset': 1575507175}",-10800.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 32.21, 'deg': 230, 'gust': 44.96}"
413,stations,{'all': 90},200,"{'lon': 117.88, 'lat': -35.02}",1575500436.0,2077963.0,"{'temp': 62.6, 'pressure': 1019, 'humidity': 77, 'temp_min': 62.6, 'temp_max': 62.6}",,Albany,,,"{'type': 1, 'id': 9484, 'country': 'AU', 'sunrise': 1575492458, 'sunset': 1575544220}",28800.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 100}"
414,,,404,,,,,city not found,,,,,,,,
415,model,{'all': 3},200,"{'lon': 93.51, 'lat': 42.84}",1575500683.0,1529484.0,"{'temp': 18.59, 'pressure': 1036, 'humidity': 56, 'temp_min': 18.59, 'temp_max': 18.59, 'sea_level': 1036, 'grnd_level': 921}",,Hami,,,"{'country': 'CN', 'sunrise': 1575507637, 'sunset': 1575540742}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.57, 'deg': 109}"
416,stations,{'all': 5},200,"{'lon': 8.06, 'lat': 6.63}",1575500683.0,2343985.0,"{'temp': 77, 'pressure': 1011, 'humidity': 78, 'temp_min': 77, 'temp_max': 77}",,Effium,,,"{'type': 1, 'id': 1157, 'country': 'NG', 'sunrise': 1575523543, 'sunset': 1575565864}",3600.0,7000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 310}"
417,model,{'all': 90},200,"{'lon': 161.92, 'lat': -10.46}",1575500683.0,2178753.0,"{'temp': 84.34, 'pressure': 1010, 'humidity': 72, 'temp_min': 84.34, 'temp_max': 84.34, 'sea_level': 1010, 'grnd_level': 988}",,Kirakira,{'3h': 0.13},,"{'country': 'SB', 'sunrise': 1575484906, 'sunset': 1575530627}",39600.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 9.19, 'deg': 117}"
418,,,404,,,,,city not found,,,,,,,,
419,stations,{'all': 75},200,"{'lon': 134.5, 'lat': 33.93}",1575500679.0,1865309.0,"{'temp': 44.37, 'pressure': 1027, 'humidity': 70, 'temp_min': 41, 'temp_max': 48.99}",,Katsuura,,,"{'type': 1, 'id': 8027, 'country': 'JP', 'sunrise': 1575496320, 'sunset': 1575532378}",32400.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 10.29, 'deg': 280}"
420,stations,{'all': 40},200,"{'lon': 55.45, 'lat': -4.62}",1575500675.0,241131.0,"{'temp': 82.4, 'pressure': 1008, 'humidity': 78, 'temp_min': 82.4, 'temp_max': 82.4}",,Victoria,,,"{'type': 1, 'id': 2218, 'country': 'SC', 'sunrise': 1575511054, 'sunset': 1575555599}",14400.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 12.75, 'deg': 340}"
421,stations,{'all': 75},200,"{'lon': 25.1, 'lat': 35.05}",1575500683.0,264501.0,"{'temp': 56.86, 'pressure': 1022, 'humidity': 72, 'temp_min': 53.01, 'temp_max': 60.8}",,Asimion,,,"{'type': 1, 'id': 6616, 'country': 'GR', 'sunrise': 1575522756, 'sunset': 1575558469}",7200.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 11.41, 'deg': 350}"
422,stations,{'all': 5},200,"{'lon': -104.7, 'lat': 19.22}",1575500683.0,3985168.0,"{'temp': 87.8, 'pressure': 1011, 'humidity': 74, 'temp_min': 87.8, 'temp_max': 87.8}",,San Patricio,,,"{'type': 1, 'id': 7166, 'country': 'MX', 'sunrise': 1575465486, 'sunset': 1575505213}",-21600.0,19312.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 23.04, 'deg': 270}"
423,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
424,stations,{'all': 20},200,"{'lon': 56.27, 'lat': 26.96}",1575500683.0,119374.0,"{'temp': 67.14, 'pressure': 1017, 'humidity': 82, 'temp_min': 66.2, 'temp_max': 68}",,Qeshm,,,"{'type': 1, 'id': 7477, 'country': 'IR', 'sunrise': 1575514174, 'sunset': 1575552085}",12600.0,5000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 4.7, 'deg': 360}"
425,model,{'all': 99},200,"{'lon': 21.56, 'lat': -4.85}",1575500683.0,207596.0,"{'temp': 67.39, 'pressure': 1011, 'humidity': 99, 'temp_min': 67.39, 'temp_max': 67.39, 'sea_level': 1011, 'grnd_level': 951}",,Mweka,,,"{'country': 'CD', 'sunrise': 1575519167, 'sunset': 1575563758}",7200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.72, 'deg': 43}"
426,stations,{'all': 100},200,"{'lon': 29.24, 'lat': -26.94}",1575500683.0,952747.0,"{'temp': 48, 'pressure': 1029, 'humidity': 98, 'temp_min': 48, 'temp_max': 48}",,Standerton,{'3h': 0.31},,"{'type': 3, 'id': 2012542, 'country': 'ZA', 'sunrise': 1575514881, 'sunset': 1575564356}",7200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 4, 'deg': 169, 'gust': 11.01}"
427,stations,{'all': 0},200,"{'lon': 19.24, 'lat': -34.42}",1575500668.0,3366880.0,"{'temp': 61.56, 'pressure': 1018, 'humidity': 72, 'temp_min': 61, 'temp_max': 62.01}",,Hermanus,,,"{'type': 3, 'id': 2006131, 'country': 'ZA', 'sunrise': 1575516225, 'sunset': 1575567814}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10, 'deg': 106, 'gust': 21}"
428,stations,{'all': 39},200,"{'lon': -8.45, 'lat': 37.14}",1575500683.0,2267254.0,"{'temp': 46.85, 'pressure': 1011, 'humidity': 87, 'temp_min': 46, 'temp_max': 48}",,Lagoa,,,"{'type': 1, 'id': 6892, 'country': 'PT', 'sunrise': 1575444681, 'sunset': 1575479805}",0.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.7, 'deg': 300}"
429,stations,{'all': 0},200,"{'lon': -159.78, 'lat': -21.21}",1575500683.0,4035715.0,"{'temp': 82.4, 'pressure': 1014, 'humidity': 74, 'temp_min': 82.4, 'temp_max': 82.4}",,Avarua,,,"{'type': 1, 'id': 7271, 'country': 'CK', 'sunrise': 1575474545, 'sunset': 1575522599}",-36000.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 13.87, 'deg': 80}"
430,model,{'all': 35},200,"{'lon': -69.36, 'lat': 77.48}",1575500676.0,3831208.0,"{'temp': -5.06, 'pressure': 1003, 'humidity': 73, 'temp_min': -5.06, 'temp_max': -5.06, 'sea_level': 1003, 'grnd_level': 962}",,Qaanaaq,,,"{'country': 'GL', 'sunrise': 0, 'sunset': 0}",-14400.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.68, 'deg': 49}"
431,stations,{'all': 40},200,"{'lon': -156.47, 'lat': 20.89}",1575500458.0,5847411.0,"{'temp': 75.31, 'pressure': 1015, 'humidity': 61, 'temp_min': 72, 'temp_max': 80.6}",,Kahului,,,"{'type': 1, 'id': 7879, 'country': 'US', 'sunrise': 1575478101, 'sunset': 1575517454}",-36000.0,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 18.34, 'deg': 50, 'gust': 26.4}"
432,stations,{'all': 75},200,"{'lon': 115.2, 'lat': 5.33}",1575500683.0,1734240.0,"{'temp': 76.05, 'pressure': 1012, 'humidity': 100, 'temp_min': 75, 'temp_max': 77}",,Labuan,,,"{'type': 1, 'id': 9377, 'country': 'MY', 'sunrise': 1575497692, 'sunset': 1575540273}",28800.0,5000.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 2.24, 'deg': 50}"
433,stations,{'all': 90},200,"{'lon': 140.78, 'lat': -37.83}",1575500683.0,2156643.0,"{'temp': 55.4, 'pressure': 1010, 'humidity': 93, 'temp_min': 55.4, 'temp_max': 55.4}",,Mount Gambier,,,"{'type': 1, 'id': 9560, 'country': 'AU', 'sunrise': 1575486501, 'sunset': 1575539182}",37800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 16.11, 'deg': 290}"
434,model,{'all': 100},200,"{'lon': 69.21, 'lat': 55.68}",1575500683.0,1492827.0,"{'temp': 33.04, 'pressure': 1010, 'humidity': 98, 'temp_min': 33.04, 'temp_max': 33.04, 'sea_level': 1010, 'grnd_level': 994}",,Novoseleznevo,{'3h': 1.12},,"{'country': 'RU', 'sunrise': 1575516816, 'sunset': 1575543231}",18000.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 7.76, 'deg': 195}"
435,stations,{'all': 39},200,"{'lon': -8.45, 'lat': 37.14}",1575500683.0,2267254.0,"{'temp': 46.85, 'pressure': 1011, 'humidity': 87, 'temp_min': 46, 'temp_max': 48}",,Lagoa,,,"{'type': 1, 'id': 6892, 'country': 'PT', 'sunrise': 1575444681, 'sunset': 1575479805}",0.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.7, 'deg': 300}"
436,stations,{'all': 90},200,"{'lon': 117.88, 'lat': -35.02}",1575500436.0,2077963.0,"{'temp': 62.6, 'pressure': 1019, 'humidity': 77, 'temp_min': 62.6, 'temp_max': 62.6}",,Albany,,,"{'type': 1, 'id': 9484, 'country': 'AU', 'sunrise': 1575492458, 'sunset': 1575544220}",28800.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 100}"
437,stations,{'all': 20},200,"{'lon': 147.33, 'lat': -42.88}",1575500671.0,2163355.0,"{'temp': 58.93, 'pressure': 994, 'humidity': 41, 'temp_min': 57, 'temp_max': 60.8}",,Hobart,,,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1575483984, 'sunset': 1575538554}",39600.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 24.16, 'deg': 290, 'gust': 39.15}"
438,stations,{'all': 0},200,"{'lon': 19.24, 'lat': -34.42}",1575500668.0,3366880.0,"{'temp': 61.56, 'pressure': 1018, 'humidity': 72, 'temp_min': 61, 'temp_max': 62.01}",,Hermanus,,,"{'type': 3, 'id': 2006131, 'country': 'ZA', 'sunrise': 1575516225, 'sunset': 1575567814}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10, 'deg': 106, 'gust': 21}"
439,model,{'all': 0},200,"{'lon': 115.35, 'lat': -33.64}",1575500673.0,2075265.0,"{'temp': 71.85, 'pressure': 1017, 'humidity': 56, 'temp_min': 71.85, 'temp_max': 71.85, 'sea_level': 1017, 'grnd_level': 1015}",,Busselton,,,"{'country': 'AU', 'sunrise': 1575493278, 'sunset': 1575544615}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.08, 'deg': 118}"
440,stations,{'all': 0},200,"{'lon': -37.64, 'lat': 65.61}",1575500668.0,3424607.0,"{'temp': 21.2, 'pressure': 979, 'humidity': 62, 'temp_min': 21.2, 'temp_max': 21.2}",,Tasiilaq,,,"{'type': 1, 'id': 81, 'country': 'GL', 'sunrise': 1575461958, 'sunset': 1575476543}",-10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 9.17, 'deg': 360}"
441,model,{'all': 79},200,"{'lon': 141.3, 'lat': -2.67}",1575500684.0,2084442.0,"{'temp': 82.6, 'pressure': 1010, 'humidity': 77, 'temp_min': 82.6, 'temp_max': 82.6, 'sea_level': 1010, 'grnd_level': 1010}",,Vanimo,{'3h': 0.5},,"{'country': 'PG', 'sunrise': 1575490638, 'sunset': 1575534795}",36000.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.27, 'deg': 211}"
442,stations,{'all': 84},200,"{'lon': 6.12, 'lat': 62.58}",1575500684.0,3141667.0,"{'temp': 40.91, 'pressure': 993, 'humidity': 81, 'temp_min': 36, 'temp_max': 44.6}",,Roald,,,"{'type': 1, 'id': 1602, 'country': 'NO', 'sunrise': 1575535390, 'sunset': 1575554948}",3600.0,10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 31.09, 'deg': 220}"
443,model,{'all': 10},200,"{'lon': 114.09, 'lat': 71.97}",1575500670.0,2017155.0,"{'temp': -39.41, 'pressure': 1031, 'humidity': 99, 'temp_min': -39.41, 'temp_max': -39.41, 'sea_level': 1031, 'grnd_level': 1020}",,Saskylakh,,,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",32400.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.27, 'deg': 354}"
444,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
445,,,404,,,,,city not found,,,,,,,,
446,stations,{'all': 40},200,"{'lon': -42.02, 'lat': -22.97}",1575500684.0,3471451.0,"{'temp': 73.4, 'pressure': 1014, 'humidity': 83, 'temp_min': 73.4, 'temp_max': 73.4}",,Arraial do Cabo,,,"{'type': 1, 'id': 8343, 'country': 'BR', 'sunrise': 1575446072, 'sunset': 1575494532}",-10800.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 14.99, 'deg': 50}"
447,model,{'all': 35},200,"{'lon': -69.36, 'lat': 77.48}",1575500676.0,3831208.0,"{'temp': -5.06, 'pressure': 1003, 'humidity': 73, 'temp_min': -5.06, 'temp_max': -5.06, 'sea_level': 1003, 'grnd_level': 962}",,Qaanaaq,,,"{'country': 'GL', 'sunrise': 0, 'sunset': 0}",-14400.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.68, 'deg': 49}"
448,stations,{'all': 90},200,"{'lon': -120.46, 'lat': 34.64}",1575500670.0,5367788.0,"{'temp': 60.21, 'pressure': 1012, 'humidity': 77, 'temp_min': 57.99, 'temp_max': 62.6}",,Lompoc,{'1h': 0.25},,"{'type': 1, 'id': 4747, 'country': 'US', 'sunrise': 1575471199, 'sunset': 1575507066}",-28800.0,12874.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 5.82, 'deg': 200}"
449,stations,{'all': 75},200,"{'lon': 31.11, 'lat': 70.37}",1575500684.0,777019.0,"{'temp': 25.54, 'pressure': 984, 'humidity': 92, 'temp_min': 24.8, 'temp_max': 26.6}",,Vardo,,,"{'type': 1, 'id': 1682, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",3600.0,3000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 10.29, 'deg': 150}"
450,stations,{'all': 41},200,"{'lon': 25.57, 'lat': -33.92}",1575500407.0,964420.0,"{'temp': 53.6, 'pressure': 1027, 'humidity': 81, 'temp_min': 53.6, 'temp_max': 53.6}",,Port Elizabeth,,,"{'type': 1, 'id': 1973, 'country': 'ZA', 'sunrise': 1575514782, 'sunset': 1575566217}",7200.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3.36, 'deg': 280}"
451,stations,{'all': 20},200,"{'lon': 57.76, 'lat': -20.34}",1575500669.0,1106677.0,"{'temp': 75.09, 'pressure': 1014, 'humidity': 88, 'temp_min': 75, 'temp_max': 75.2}",,Bambous Virieux,,,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1575508840, 'sunset': 1575556704}",14400.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.82, 'deg': 330}"
452,stations,{'all': 40},200,"{'lon': -51.1, 'lat': 69.22}",1575500479.0,3423146.0,"{'temp': 12.2, 'pressure': 1000, 'humidity': 72, 'temp_min': 12.2, 'temp_max': 12.2}",,Ilulissat,,,"{'type': 1, 'id': 165, 'country': 'GL', 'sunrise': 0, 'sunset': 0}",-10800.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 16.11, 'deg': 110}"
453,,,404,,,,,city not found,,,,,,,,
454,model,{'all': 65},200,"{'lon': 150.67, 'lat': -10.62}",1575500684.0,2132606.0,"{'temp': 83.01, 'pressure': 1011, 'humidity': 74, 'temp_min': 83.01, 'temp_max': 83.01, 'sea_level': 1011, 'grnd_level': 996}",,Samarai,{'3h': 0.44},,"{'country': 'PG', 'sunrise': 1575487590, 'sunset': 1575533344}",36000.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 6.82, 'deg': 102}"
455,model,{'all': 94},200,"{'lon': -48.01, 'lat': -23.02}",1575500684.0,3465729.0,"{'temp': 74.28, 'pressure': 1011, 'humidity': 84, 'temp_min': 74.28, 'temp_max': 74.28, 'sea_level': 1011, 'grnd_level': 951}",,Conchas,{'3h': 2.06},,"{'country': 'BR', 'sunrise': 1575447504, 'sunset': 1575495976}",-10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.27, 'deg': 45}"
456,model,{'all': 96},200,"{'lon': 48.53, 'lat': 5.35}",1575500672.0,57000.0,"{'temp': 77.22, 'pressure': 1009, 'humidity': 78, 'temp_min': 77.22, 'temp_max': 77.22, 'sea_level': 1009, 'grnd_level': 1001}",,Hobyo,,,"{'country': 'SO', 'sunrise': 1575513700, 'sunset': 1575556276}",10800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 7.9, 'deg': 38}"
457,stations,{'all': 0},200,"{'lon': -17.03, 'lat': 20.93}",1575500677.0,2377457.0,"{'temp': 64.4, 'pressure': 1018, 'humidity': 63, 'temp_min': 64.4, 'temp_max': 64.4}",,Nouadhibou,,,"{'type': 1, 'id': 2444, 'country': 'MR', 'sunrise': 1575444625, 'sunset': 1575483980}",0.0,8000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 13.87, 'deg': 10}"
458,model,{'all': 100},200,"{'lon': 30.37, 'lat': -30.86}",1575500684.0,978895.0,"{'temp': 66.9, 'pressure': 1026, 'humidity': 66, 'temp_min': 66.9, 'temp_max': 66.9, 'sea_level': 1026, 'grnd_level': 1026}",,Margate,{'3h': 0.31},,"{'country': 'ZA', 'sunrise': 1575514080, 'sunset': 1575564615}",7200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 11.32, 'deg': 188}"
459,,,404,,,,,city not found,,,,,,,,
