,base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,timezone,visibility,weather,wind
129,stations,{'all': 20},200,"{'lon': -25.06, 'lat': 17.02}",1575500673.0,3374336.0,"{'temp': 73.4, 'pressure': 1018, 'humidity': 69, 'temp_min': 73.4, 'temp_max': 73.4}",,Porto Novo,,,"{'type': 1, 'id': 2467, 'country': 'CV', 'sunrise': 1575446126, 'sunset': 1575486334}",-3600.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 18.34, 'deg': 60}"
130,model,{'all': 100},200,"{'lon': 65.99, 'lat': 54.79}",1575500673.0,1494523.0,"{'temp': 17.58, 'pressure': 1010, 'humidity': 96, 'temp_min': 17.58, 'temp_max': 17.58, 'sea_level': 1010, 'grnd_level': 992}",,Polovinnoye,,,"{'country': 'RU', 'sunrise': 1575517273, 'sunset': 1575544319}",18000.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 4.38, 'deg': 260}"
131,model,{'all': 0},200,"{'lon': 115.35, 'lat': -33.64}",1575500673.0,2075265.0,"{'temp': 71.85, 'pressure': 1017, 'humidity': 56, 'temp_min': 71.85, 'temp_max': 71.85, 'sea_level': 1017, 'grnd_level': 1015}",,Busselton,,,"{'country': 'AU', 'sunrise': 1575493278, 'sunset': 1575544615}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.08, 'deg': 118}"
132,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
133,,,404,,,,,city not found,,,,,,,,
134,,,404,,,,,city not found,,,,,,,,
135,model,{'all': 84},200,"{'lon': 110.28, 'lat': -7.95}",1575500673.0,1650434.0,"{'temp': 79.3, 'pressure': 1011, 'humidity': 73, 'temp_min': 79.3, 'temp_max': 79.3, 'sea_level': 1011, 'grnd_level': 991}",,Bambanglipuro,,,"{'country': 'ID', 'sunrise': 1575497558, 'sunset': 1575542769}",25200.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 0.74, 'deg': 247}"
136,stations,{'all': 20},200,"{'lon': -38.6, 'lat': -3.71}",1575500674.0,6320062.0,"{'temp': 81.72, 'pressure': 1011, 'humidity': 69, 'temp_min': 81, 'temp_max': 82.4}",,Vila Velha,,,"{'type': 1, 'id': 8363, 'country': 'BR', 'sunrise': 1575447301, 'sunset': 1575491661}",-10800.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 8.05, 'deg': 70}"
137,,,404,,,,,city not found,,,,,,,,
138,stations,{'all': 4},200,"{'lon': 20.04, 'lat': -34.53}",1575500671.0,1015776.0,"{'temp': 62.62, 'pressure': 1024, 'humidity': 55, 'temp_min': 61, 'temp_max': 64.4}",,Bredasdorp,,,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1575516016, 'sunset': 1575567639}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 17.22, 'deg': 140}"
139,model,{'all': 100},200,"{'lon': 147.9, 'lat': 70.62}",1575500674.0,2126123.0,"{'temp': -11.36, 'pressure': 1029, 'humidity': 92, 'temp_min': -11.36, 'temp_max': -11.36, 'sea_level': 1029, 'grnd_level': 1027}",,Chokurdakh,,,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",39600.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 11.63, 'deg': 59}"
140,,,404,,,,,city not found,,,,,,,,
141,stations,{'all': 25},200,"{'lon': 136.42, 'lat': -13.85}",1575500674.0,2079582.0,"{'temp': 78.8, 'pressure': 1011, 'humidity': 78, 'temp_min': 78.8, 'temp_max': 78.8}",,Alyangula,,,"{'type': 1, 'id': 9527, 'country': 'AU', 'sunrise': 1575490674, 'sunset': 1575537103}",34200.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 7.02, 'deg': 228}"
142,stations,{'all': 40},200,"{'lon': -70.91, 'lat': -53.16}",1575500666.0,3874787.0,"{'temp': 51.91, 'pressure': 1007, 'humidity': 50, 'temp_min': 50, 'temp_max': 53.6}",,Punta Arenas,,,"{'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1575447273, 'sunset': 1575507202}",-10800.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 34.45, 'deg': 260}"
143,model,{'all': 99},200,"{'lon': 27.91, 'lat': -33.02}",1575500674.0,1006984.0,"{'temp': 63.57, 'pressure': 1026, 'humidity': 56, 'temp_min': 63.57, 'temp_max': 63.57, 'sea_level': 1026, 'grnd_level': 1023}",,East London,,,"{'country': 'ZA', 'sunrise': 1575514357, 'sunset': 1575565519}",7200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.51, 'deg': 352}"
144,stations,{'all': 4},200,"{'lon': 20.04, 'lat': -34.53}",1575500671.0,1015776.0,"{'temp': 62.62, 'pressure': 1024, 'humidity': 55, 'temp_min': 61, 'temp_max': 64.4}",,Bredasdorp,,,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1575516016, 'sunset': 1575567639}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 17.22, 'deg': 140}"
145,stations,{'all': 57},200,"{'lon': 112.4, 'lat': 66.42}",1575500674.0,2014624.0,"{'temp': -40, 'pressure': 1013, 'humidity': 65, 'temp_min': -40, 'temp_max': -40}",,Udachnyy,,{'1h': 635},"{'type': 1, 'id': 8846, 'country': 'RU', 'sunrise': 1575513452, 'sunset': 1575525857}",32400.0,,"[{'id': 504, 'main': 'Rain', 'description': 'extreme rain', 'icon': '10n'}]",{'speed': 2.24}
146,model,{'all': 0},200,"{'lon': 15.95, 'lat': 29.13}",1575500674.0,2216645.0,"{'temp': 60.87, 'pressure': 1016, 'humidity': 30, 'temp_min': 60.87, 'temp_max': 60.87, 'sea_level': 1016, 'grnd_level': 981}",,Hun,,,"{'country': 'LY', 'sunrise': 1575524131, 'sunset': 1575561487}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.92, 'deg': 168}"
147,model,{'all': 99},200,"{'lon': -7.71, 'lat': 4.38}",1575500674.0,2276492.0,"{'temp': 77.41, 'pressure': 1010, 'humidity': 92, 'temp_min': 77.41, 'temp_max': 77.41, 'sea_level': 1010, 'grnd_level': 1007}",,Harper,,,"{'country': 'LR', 'sunrise': 1575440679, 'sunset': 1575483451}",0.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.04, 'deg': 238}"
148,model,{'all': 0},200,"{'lon': 67.94, 'lat': 30.1}",1575500674.0,1177098.0,"{'temp': 51.89, 'pressure': 1020, 'humidity': 31, 'temp_min': 51.89, 'temp_max': 51.89, 'sea_level': 1020, 'grnd_level': 925}",,Harnai,,,"{'country': 'PK', 'sunrise': 1575511774, 'sunset': 1575548882}",18000.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.72, 'deg': 60}"
149,,,404,,,,,city not found,,,,,,,,
150,,,404,,,,,city not found,,,,,,,,
151,model,{'all': 12},200,"{'lon': 115.81, 'lat': 32.89}",1575500674.0,1810845.0,"{'temp': 40.01, 'pressure': 1035, 'humidity': 37, 'temp_min': 40.01, 'temp_max': 40.01, 'sea_level': 1035, 'grnd_level': 1032}",,Fuyang,,,"{'country': 'CN', 'sunrise': 1575500660, 'sunset': 1575537012}",28800.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.7, 'deg': 56}"
152,,,404,,,,,city not found,,,,,,,,
153,stations,{'all': 40},200,"{'lon': -173.23, 'lat': 64.42}",1575500674.0,4031574.0,"{'temp': 19.4, 'pressure': 1018, 'humidity': 62, 'temp_min': 19.4, 'temp_max': 19.4}",,Provideniya,,,"{'type': 1, 'id': 8875, 'country': 'RU', 'sunrise': 1575579951, 'sunset': 1575596500}",43200.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 20.13, 'deg': 10, 'gust': 31.32}"
154,,,404,,,,,city not found,,,,,,,,
155,model,{'all': 82},200,"{'lon': 168.33, 'lat': -46.6}",1575500667.0,2206939.0,"{'temp': 58.19, 'pressure': 996, 'humidity': 54, 'temp_min': 58.19, 'temp_max': 58.19, 'sea_level': 996, 'grnd_level': 994}",,Bluff,{'3h': 0.69},,"{'country': 'NZ', 'sunrise': 1575478120, 'sunset': 1575534336}",46800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 12.21, 'deg': 300}"
156,,,404,,,,,city not found,,,,,,,,
157,model,{'all': 97},200,"{'lon': 12.02, 'lat': 13.21}",1575500675.0,2441447.0,"{'temp': 69.78, 'pressure': 1011, 'humidity': 21, 'temp_min': 69.78, 'temp_max': 69.78, 'sea_level': 1011, 'grnd_level': 973}",,Maine-Soroa,,,"{'country': 'NE', 'sunrise': 1575523258, 'sunset': 1575564247}",3600.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 6.62, 'deg': 37}"
158,model,{'all': 0},200,"{'lon': 80.26, 'lat': 41.12}",1575500675.0,1529660.0,"{'temp': 24.46, 'pressure': 1033, 'humidity': 67, 'temp_min': 24.46, 'temp_max': 24.46, 'sea_level': 1033, 'grnd_level': 906}",,Aksu,,,"{'country': 'CN', 'sunrise': 1575510501, 'sunset': 1575544240}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4, 'deg': 228}"
159,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
160,model,{'all': 100},200,"{'lon': 39.51, 'lat': 68.05}",1575500675.0,556268.0,"{'temp': 17.56, 'pressure': 996, 'humidity': 86, 'temp_min': 17.56, 'temp_max': 17.56, 'sea_level': 996, 'grnd_level': 978}",,Ostrovnoy,,,"{'country': 'RU', 'sunrise': 1575534169, 'sunset': 1575540138}",10800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 11.65, 'deg': 175}"
161,,,404,,,,,city not found,,,,,,,,
162,model,{'all': 100},200,"{'lon': 38.83, 'lat': 58.05}",1575500642.0,500004.0,"{'temp': 35.42, 'pressure': 1003, 'humidity': 97, 'temp_min': 35.42, 'temp_max': 35.42, 'sea_level': 1003, 'grnd_level': 987}",,Rybinsk,{'3h': 0.19},,"{'country': 'RU', 'sunrise': 1575525062, 'sunset': 1575549570}",10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 7.18, 'deg': 277}"
163,model,{'all': 50},200,"{'lon': 150.8, 'lat': -2.57}",1575500675.0,2094342.0,"{'temp': 83.43, 'pressure': 1010, 'humidity': 68, 'temp_min': 83.43, 'temp_max': 83.43, 'sea_level': 1010, 'grnd_level': 1010}",,Kavieng,,,"{'country': 'PG', 'sunrise': 1575488368, 'sunset': 1575532505}",36000.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 3.89, 'deg': 248}"
164,,,404,,,,,city not found,,,,,,,,
165,stations,{'all': 40},200,"{'lon': 55.45, 'lat': -4.62}",1575500675.0,241131.0,"{'temp': 82.4, 'pressure': 1008, 'humidity': 78, 'temp_min': 82.4, 'temp_max': 82.4}",,Victoria,,,"{'type': 1, 'id': 2218, 'country': 'SC', 'sunrise': 1575511054, 'sunset': 1575555599}",14400.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 12.75, 'deg': 340}"
166,model,{'all': 96},200,"{'lon': 48.53, 'lat': 5.35}",1575500672.0,57000.0,"{'temp': 77.22, 'pressure': 1009, 'humidity': 78, 'temp_min': 77.22, 'temp_max': 77.22, 'sea_level': 1009, 'grnd_level': 1001}",,Hobyo,,,"{'country': 'SO', 'sunrise': 1575513700, 'sunset': 1575556276}",10800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 7.9, 'deg': 38}"
167,stations,{'all': 20},200,"{'lon': 147.33, 'lat': -42.88}",1575500671.0,2163355.0,"{'temp': 58.93, 'pressure': 994, 'humidity': 41, 'temp_min': 57, 'temp_max': 60.8}",,Hobart,,,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1575483984, 'sunset': 1575538554}",39600.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 24.16, 'deg': 290, 'gust': 39.15}"
168,model,{'all': 71},200,"{'lon': 44.53, 'lat': -12.26}",1575500675.0,921906.0,"{'temp': 83.17, 'pressure': 1009, 'humidity': 77, 'temp_min': 83.17, 'temp_max': 83.17, 'sea_level': 1009, 'grnd_level': 1009}",,Domoni,{'3h': 1.75},,"{'country': 'KM', 'sunrise': 1575512899, 'sunset': 1575558997}",10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 8.79, 'deg': 181}"
169,model,{'all': 0},200,"{'lon': 35.76, 'lat': 13.52}",1575500675.0,376332.0,"{'temp': 72.45, 'pressure': 1009, 'humidity': 36, 'temp_min': 72.45, 'temp_max': 72.45, 'sea_level': 1009, 'grnd_level': 937}",,Doka,,,"{'country': 'SD', 'sunrise': 1575517590, 'sunset': 1575558516}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 7.38, 'deg': 35}"
170,stations,{'all': 1},200,"{'lon': -122.49, 'lat': 37.61}",1575500437.0,5380420.0,"{'temp': 55, 'pressure': 1009, 'humidity': 77, 'temp_min': 51.01, 'temp_max': 59}",,Pacifica,{'1h': 0.38},,"{'type': 1, 'id': 4322, 'country': 'US', 'sunrise': 1575472142, 'sunset': 1575507098}",-28800.0,16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.36, 'deg': 120}"
171,model,{'all': 82},200,"{'lon': 168.33, 'lat': -46.6}",1575500667.0,2206939.0,"{'temp': 58.19, 'pressure': 996, 'humidity': 54, 'temp_min': 58.19, 'temp_max': 58.19, 'sea_level': 996, 'grnd_level': 994}",,Bluff,{'3h': 0.69},,"{'country': 'NZ', 'sunrise': 1575478120, 'sunset': 1575534336}",46800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 12.21, 'deg': 300}"
172,stations,{'all': 75},200,"{'lon': -114.38, 'lat': 62.45}",1575500392.0,6185377.0,"{'temp': -20.2, 'pressure': 1018, 'humidity': 68, 'temp_min': -20.2, 'temp_max': -20.2}",,Yellowknife,,,"{'type': 1, 'id': 1007, 'country': 'CA', 'sunrise': 1575477734, 'sunset': 1575497612}",-25200.0,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 6.93, 'deg': 320}"
173,stations,{'all': 20},200,"{'lon': -109.91, 'lat': 22.89}",1575500433.0,3985710.0,"{'temp': 76.82, 'pressure': 1015, 'humidity': 78, 'temp_min': 75.2, 'temp_max': 78.8}",,Cabo San Lucas,,,"{'type': 1, 'id': 7151, 'country': 'MX', 'sunrise': 1575467149, 'sunset': 1575506051}",-25200.0,14484.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.7, 'deg': 250}"
174,stations,{'all': 1},200,"{'lon': -161.76, 'lat': 60.79}",1575500675.0,5880568.0,"{'temp': -1.57, 'pressure': 1018, 'humidity': 77, 'temp_min': -2.2, 'temp_max': -0.4}",,Bethel,,,"{'type': 1, 'id': 7640, 'country': 'US', 'sunrise': 1575488108, 'sunset': 1575509987}",-32400.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.82, 'deg': 40}"
175,stations,{'all': 19},200,"{'lon': 174.12, 'lat': -35.26}",1575500675.0,2188874.0,"{'temp': 77.54, 'pressure': 1014, 'humidity': 74, 'temp_min': 75.99, 'temp_max': 79}",,Russell,,,"{'type': 3, 'id': 2031095, 'country': 'NZ', 'sunrise': 1575478923, 'sunset': 1575530752}",46800.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4, 'deg': 336, 'gust': 8.01}"
176,,,404,,,,,city not found,,,,,,,,
177,model,{'all': 87},200,"{'lon': 124.09, 'lat': 12.9}",1575500675.0,1685755.0,"{'temp': 80.4, 'pressure': 1012, 'humidity': 85, 'temp_min': 80.4, 'temp_max': 80.4, 'sea_level': 1012, 'grnd_level': 1000}",,Union,{'3h': 0.63},,"{'country': 'PH', 'sunrise': 1575496319, 'sunset': 1575537377}",28800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 7.11, 'deg': 83}"
178,stations,{'all': 0},200,"{'lon': 150.93, 'lat': -31.09}",1575500675.0,2147497.0,"{'temp': 75.2, 'pressure': 1014, 'humidity': 23, 'temp_min': 75.2, 'temp_max': 75.2}",,Tamworth,,,"{'type': 1, 'id': 9604, 'country': 'AU', 'sunrise': 1575485113, 'sunset': 1575535697}",39600.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.7, 'deg': 80}"
179,model,{'all': 0},200,"{'lon': 115.35, 'lat': -33.64}",1575500673.0,2075265.0,"{'temp': 71.85, 'pressure': 1017, 'humidity': 56, 'temp_min': 71.85, 'temp_max': 71.85, 'sea_level': 1017, 'grnd_level': 1015}",,Busselton,,,"{'country': 'AU', 'sunrise': 1575493278, 'sunset': 1575544615}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.08, 'deg': 118}"
180,stations,{'all': 10},200,"{'lon': 139.49, 'lat': -20.73}",1575500675.0,2065594.0,"{'temp': 89.6, 'pressure': 1015, 'humidity': 8, 'temp_min': 89.6, 'temp_max': 89.6}",,Mount Isa,,,"{'type': 1, 'id': 9495, 'country': 'AU', 'sunrise': 1575489177, 'sunset': 1575537125}",36000.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 13.87, 'deg': 160}"
181,stations,{'all': 40},200,"{'lon': -70.91, 'lat': -53.16}",1575500666.0,3874787.0,"{'temp': 51.91, 'pressure': 1007, 'humidity': 50, 'temp_min': 50, 'temp_max': 53.6}",,Punta Arenas,,,"{'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1575447273, 'sunset': 1575507202}",-10800.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 34.45, 'deg': 260}"
182,,,404,,,,,city not found,,,,,,,,
183,model,{'all': 0},200,"{'lon': 115.35, 'lat': -33.64}",1575500673.0,2075265.0,"{'temp': 71.85, 'pressure': 1017, 'humidity': 56, 'temp_min': 71.85, 'temp_max': 71.85, 'sea_level': 1017, 'grnd_level': 1015}",,Busselton,,,"{'country': 'AU', 'sunrise': 1575493278, 'sunset': 1575544615}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.08, 'deg': 118}"
184,,,404,,,,,city not found,,,,,,,,
185,stations,{'all': 20},200,"{'lon': -97.01, 'lat': 32.87}",1575500676.0,4671240.0,"{'temp': 64.58, 'pressure': 1017, 'humidity': 31, 'temp_min': 62.01, 'temp_max': 68}",,Estelle,,,"{'type': 1, 'id': 3226, 'country': 'US', 'sunrise': 1575465314, 'sunset': 1575501692}",-21600.0,16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.7, 'deg': 50}"
186,stations,{'all': 90},200,"{'lon': 117.88, 'lat': -35.02}",1575500436.0,2077963.0,"{'temp': 62.6, 'pressure': 1019, 'humidity': 77, 'temp_min': 62.6, 'temp_max': 62.6}",,Albany,,,"{'type': 1, 'id': 9484, 'country': 'AU', 'sunrise': 1575492458, 'sunset': 1575544220}",28800.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 100}"
187,model,{'all': 100},200,"{'lon': 112.94, 'lat': 2.02}",1575500676.0,1737185.0,"{'temp': 74.35, 'pressure': 1012, 'humidity': 97, 'temp_min': 74.35, 'temp_max': 74.35, 'sea_level': 1012, 'grnd_level': 992}",,Kapit,,,"{'country': 'MY', 'sunrise': 1575497908, 'sunset': 1575541142}",28800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 1.05, 'deg': 90}"
188,,,404,,,,,city not found,,,,,,,,
189,model,{'all': 35},200,"{'lon': -69.36, 'lat': 77.48}",1575500676.0,3831208.0,"{'temp': -5.06, 'pressure': 1003, 'humidity': 73, 'temp_min': -5.06, 'temp_max': -5.06, 'sea_level': 1003, 'grnd_level': 962}",,Qaanaaq,,,"{'country': 'GL', 'sunrise': 0, 'sunset': 0}",-14400.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.68, 'deg': 49}"
190,model,{'all': 81},200,"{'lon': -41.05, 'lat': -21.64}",1575500465.0,3448903.0,"{'temp': 74.16, 'pressure': 1017, 'humidity': 83, 'temp_min': 74.16, 'temp_max': 74.16, 'sea_level': 1017, 'grnd_level': 1016}",,Sao Joao da Barra,,,"{'country': 'BR', 'sunrise': 1575445996, 'sunset': 1575494141}",-10800.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 18.05, 'deg': 53}"
191,model,{'all': 100},200,"{'lon': 21.55, 'lat': 29.03}",1575500676.0,86049.0,"{'temp': 60.8, 'pressure': 1018, 'humidity': 46, 'temp_min': 60.8, 'temp_max': 60.8, 'sea_level': 1018, 'grnd_level': 1011}",,Jalu,,,"{'country': 'LY', 'sunrise': 1575522773, 'sunset': 1575560156}",7200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 6.91, 'deg': 144}"
192,model,{'all': 60},200,"{'lon': -44.56, 'lat': -7.23}",1575500676.0,3385658.0,"{'temp': 75.76, 'pressure': 1011, 'humidity': 80, 'temp_min': 75.76, 'temp_max': 75.76, 'sea_level': 1011, 'grnd_level': 976}",,Urucui,,,"{'country': 'BR', 'sunrise': 1575448382, 'sunset': 1575493442}",-10800.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 0.76, 'deg': 55}"
193,stations,{'all': 4},200,"{'lon': 20.04, 'lat': -34.53}",1575500671.0,1015776.0,"{'temp': 62.62, 'pressure': 1024, 'humidity': 55, 'temp_min': 61, 'temp_max': 64.4}",,Bredasdorp,,,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1575516016, 'sunset': 1575567639}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 17.22, 'deg': 140}"
194,stations,{'all': 75},200,"{'lon': 130.2, 'lat': 33.55}",1575500676.0,1857844.0,"{'temp': 44.49, 'pressure': 1030, 'humidity': 75, 'temp_min': 39.2, 'temp_max': 50}",,Maebaru,,,"{'type': 1, 'id': 7998, 'country': 'JP', 'sunrise': 1575497298, 'sunset': 1575533465}",32400.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 6.93, 'deg': 160}"
195,stations,{'all': 0},200,"{'lon': 18.42, 'lat': -33.93}",1575500625.0,3369157.0,"{'temp': 63.25, 'pressure': 1018, 'humidity': 55, 'temp_min': 62.01, 'temp_max': 64.99}",,Cape Town,,,"{'type': 1, 'id': 1899, 'country': 'ZA', 'sunrise': 1575516497, 'sunset': 1575567935}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.05, 'deg': 150}"
196,model,{'all': 80},200,"{'lon': 67.61, 'lat': 26.69}",1575500676.0,1175678.0,"{'temp': 65.32, 'pressure': 1018, 'humidity': 27, 'temp_min': 65.32, 'temp_max': 65.32, 'sea_level': 1018, 'grnd_level': 1008}",,Johi,,,"{'country': 'PK', 'sunrise': 1575511418, 'sunset': 1575549397}",18000.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.01, 'deg': 359}"
197,stations,{'all': 20},200,"{'lon': 57.76, 'lat': -20.34}",1575500669.0,1106677.0,"{'temp': 75.09, 'pressure': 1014, 'humidity': 88, 'temp_min': 75, 'temp_max': 75.2}",,Bambous Virieux,,,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1575508840, 'sunset': 1575556704}",14400.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.82, 'deg': 330}"
198,stations,{'all': 40},200,"{'lon': -68.31, 'lat': -54.81}",1575500669.0,3833367.0,"{'temp': 51.26, 'pressure': 999, 'humidity': 66, 'temp_min': 48.2, 'temp_max': 53.6}",,Ushuaia,,,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1575446052, 'sunset': 1575507175}",-10800.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 32.21, 'deg': 230, 'gust': 44.96}"
199,,,404,,,,,city not found,,,,,,,,
200,stations,{'all': 75},200,"{'lon': -25.43, 'lat': 37.72}",1575500676.0,3372472.0,"{'temp': 59, 'pressure': 1031, 'humidity': 62, 'temp_min': 59, 'temp_max': 59}",,Vila Franca do Campo,,,"{'type': 1, 'id': 6899, 'country': 'PT', 'sunrise': 1575448851, 'sunset': 1575483788}",-3600.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 40}"
